本合同||的||投保人||，||被保险人||或||受益人||知道||保险事故||后||应当||在||十日||内||通知||我们||。||\n||如果||投保人||，||被保险人||或||受益人||故意||或者||因||重大过失||未||及时||通知||我们||，||致使||保险事故||的||性质||、||原因||、||损失||程度||等||难以确定||的||，||我们||对||无法||确定||的||部分||，||不||承担||给付保险金||的||责任||，||但||我们||通过||其他||途径||已经||及时||知道||或者||应当||及时||知道||保险事故||发生||或者||虽未||及时||通知||但||不||影响||我们||确定||保险事故||的||性质||、||原因||、||损失||程度||的||除外||。||\n###O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||B||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||E||O||O
请||您||或||受益人||在||知道||保险事故||发生||后||10||日内||通知||我们||。||\n||如果||您||或||受益人||故意||或者||因||重大过失||未||及时||通知||，||致使||保险事故||的||性质||、||原因||、||伤害||程度||等||难以确定||的||，||我们||对||无法||确定||的||部分||，||不||承担||给付保险金||的||责任||，||但||我们||通过||其他||途径||已经||及时||知道||或者||应当||及时||知道||保险事故||发生||或者||虽未||及时||通知||但||不||影响||我们||确定||保险事故||的||性质||、||原因||、||伤害||程度||的||除外||。||\n###O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||B||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||E||O||O
您||或||被保险人||应||在||知道||保险事故||发生||之日起|| ||10|| ||日内||通知||本||公司||。||如果||您||或||受益人||故意||或者||因||重大过失||未||及时||通知||，||致使||保险事故||的||性质||、||原因||、||损失||程度||等||难以确定||的||，||我们||对||无法||确定||的||部分||，||不||承担||给付保险金||的||责任||，||但||我们||通过||其他||途径||已经||及时||知道||或者||应当||及时||知道||保险事故||发生||或者||虽未||及时||通知||但||不||影响||我们||确定||保险事故||的||性质||、||原因||、||损失||程度||的||除外||。||\n###O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||B||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||E||O||O
请||您||或||受益人||在||知道||保险事故||后|| ||10|| ||日||以内||通知||我们||。||\n||如果||您||或||受益人||故意||或者||因||重大过失||未||及时||通知||，||致使||保险事故||的||性质||、||原因||、||损失||程度||等||难以确定||的||，||我们||对||无法||确定||的||部分||，||不||承担||给付保险金||的||责任||，||但||我们||通过||其他||途径||已经||及时||知道||或者||应当||及时||知道||保险事故||发生||或者||虽未||及时||通知||但||不||影响||我们||确定||保险事故||的||性质||、||原因||、||损失||程度||的||除外||。||\n###O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||B||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||E||O||O
您||、||被保险人||或者||受益人||应||在||知道||保险事故||发生||之日起||十日||内||通知||我们||，||但||因||不可抗力||（||见|| ||8.11||）||导致||的||迟延||除外||。||故意||或者||因||重大过失||未||及时||通知||，||致使||保险事故||的||性质||、||原因||、||损失||程度||等||难以确定||的||，||我们||对||无法||确定||的||部分||，||不||承担||给付保险金||的||责任||，||但||我们||通过||其他||途径||已经||及时||知道||或者||应当||及时||知道||保险事故||发生||的||除外||。||\n###O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||B||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||E||O||O
投保人||、||被保险人||或||受益人||知道||保险事故||后||应当||在||十日||内||通知||本||公司||。||\n||如果||投保人||、||被保险人||或||受益人||故意||或者||因||重大过失||未||及时||通知||，||致使||保险事故||的||性质||、||原因||、||损失||程度||等||难以确定||的||，||本||公司||对||无法||确定||的||部分||，||不||承担||给付保险金||的||责任||，||但本||公司||通过||其他||途径||已经||及时||知道||或者||应当||及时||知道||保险事故||发生||或者||虽未||及时||通知||但||不||影响||本||公司||确定||保险事故||的||性质||、||原因||、||损失||程度||的||除外||。||\n###O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||B||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||E||O||O
您||、||被保险人||或||受益人||应当||在||知道||保险事故||释义|| ||5||\n||发生||之日起||十日||内||通知||我们||。||\n||如果||您||、||被保险人||或者||受益人||故意||或者||因||重大过失||未||及时||通知||，||致使||保险事故||的||性质||、||原因||、||损失||程度||等||难以确定||的||，||我们||对||无法||确定||的||部分||，||不||承担||赔偿||或者||给付保险金||的||责任||，||但||我们||通过||其他||途径||已经||及时||知道||或者||应当||及时||知道||保险事故||发生||或者||虽未||及时||通知||但||不||影响||我们||确定||保险事故||的||性质||、||原因||、||损失||程度||的||除外||。||\n###O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||B||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||E||O||O
投保人||、||被保险人||或||受益人||知道||保险事故||后||应当||在||十日||内||通知||本||公司||。||\n||如果||投保人||、||被保险人||或||受益人||故意||或者||因||重大过失||未||及时||通知||，||致使||保险事故||的||性质||、||原因||、||损失||程度||等||难以确定||的||，||本||公司||对||无法||确定||的||部分||，||不||承担||给付保险金||的||责任||，||但本||公司||通过||其他||途径||已经||及时||知道||或者||应当||及时||知道||保险事故||发生||或者||虽未||及时||通知||但||不||影响||本||公司||确定||保险事故||的||性质||、||原因||、||损失||程度||的||除外||。||\n###O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||B||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||E||O||O
您||或||受益人||应当||在||知道||保险事故||发生||后|| ||10|| ||日内||通知||本||公司||。||\n||如果||您||或||受益人||故意||或者||因||重大过失||未||及时||通知||，||致使||保险事故||的||性质||、||原因||、||损失||程度||等||难以确定||的||，||本||公司||对||无法||确定||的||部分||，||不||承担||给付保险金||的||责任||，||但本||公司||通过||其他||途径||已经||及时||知道||或者||应当||及时||知道||保险事故||发生||或者||虽未||及时||通知||但||不||影响||本||公司||确定||保险事故||的||性质||、||原因||、||损失||程度||的||除外||。||\n###O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||B||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||E||O||O
投保人||、||被保险人||或||受益人||应||在||知道||保险事故||发生||之日起|| ||10|| ||日内||通知||本||公司||。||\n||如||投保人||、||被保险人||或||受益人||故意||或||因||重大过失||未||及时||通知||本||公司||，||致使||保险事故||的||性质||、||原因||、||损失||程度||等||难以确定||的||，||本||公司||对||无法||确定||的||部分||，||不||承担||给付保险金||的||责任||，||但本||公司||通过||其他||途径||已经||及时||知道||或||应当||及时||知道||保险事故||发生||，||或||虽||未||及时||通知||但||不||影响||本||公司||确定||保险事故||的||性质||、||原因||、||损失||程度||的||除外||。||\n###O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||B||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||E||O||O
请||您||、||被保险人||、||受益人||或||其他||有权||领取||保险金||的||人||在||知道||保险事故||发生||之日起||10||日内||通知||百年||人寿||，||否则||您||、||被保险人||、||受益人||或||其他||有权||领取||保险金||的||人||需承担||由于||延迟||通知||致使||百年||人寿||增加||的||勘查||、||检验||等||费用||，||因||不可抗力||导致||的||通知||延迟||除外||。||\n||如果||您||、||被保险人||、||受益人||或||其他||有权||领取||保险金||的||人||故意||或者||因||重大过失||未||及时||通知||百年||人寿||，||致使||保险事故||的||性质||、||原因||、||伤害||程度||等||难以确定||的||，||百年||人寿||对||无法||确定||的||部分||，||不||承担||给付保险金||的||责任||，||但||百年||人寿||通过||其他||途径||已经||及时||知道||或者||应当||及时||知道||保险事故||发生||或者||虽未||及时||通知||但||不||影响||百年||人寿||确定||保险事故||的||性质||、||原因||、||损失||程度||的||除外||。||\n###O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||B||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||E||O||O
投保人||、||被保险人||或||受益人||知道||保险事故||后||应当||在|| ||10|| ||日内||通知||本||公司||。||\n||如果||投保人||、||被保险人||或||受益人||故意||或者||因||重大过失||未||及时||通知||，||致使||保险事故||的||性质||、||原因||、||损失||程度||等||难以确定||的||，||本||公司||对||无法||确定||的||部分||，||不||承担||给付保险金||的||责任||，||但本||公司||通过||其他||途径||已经||及时||知道||或者||应当||及时||知道||保险事故||发生||或者||虽未||及时||通知||但||不||影响||本||公司||确定||保险事故||的||性质||、||原因||、||损失||程度||的||除外||。||\n###O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||B||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||E||O||O
请||您||或||受益人||在||知道||保险事故||发生||后|| ||10|| ||日内||通知||我们||。||\n||如果||您||或||受益人||故意||或者||因||重大过失||未||及时||通知||，||致使||保险事故||的||性质||、||原因||、||损失||程度||等||难以确定||的||，||我们||对||无法||确定||的||部分||，||不||承担||给付保险金||的||责任||，||但||我们||通过||其他||途径||已经||及时||知道||或者||应当||及时||知道||保险事故||发生||或者||虽未||及时||通知||但||不||影响||我们||确定||保险事故||的||性质||、||原因||、||损失||程度||的||除外||。||\n###O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||B||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||E||O||O
投保人||、||被保险人||或||受益人||知道||保险事故||发生||后||，||应||及时||通知||本||公司||。||若因||故意||或者||因||重大过失||未||及时||通知||，||致使||保险事故||的||性质||、||原因||、||损失||程度||等||难以确定||的||，||本||公司||对||无法||确定||的||部分||，||不||承担||给付保险金||的||责任||，||但本||公司||通过||其他||途径||已经||及时||知道||或者||应当||及时||知道||保险事故||发生||的||除外||。||\n###O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||B||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||E||O||O
您||或者||受益人||知道||保险事故||发生||后||应当||在|| ||10|| ||日内||通知||我们||。||故意||或者||因||重大过失||未||及时||通知||，||致使||保险事故||的||性质||、||原因||、||损失||程度||等||难以确定||的||，||我们||对||无法||确定||的||部分||不||承担||给付保险金||的||责任||，||但||我们||通过||其他||途径||已经||及时||知道||或者||应当||及时||知道||保险事故||发生||或者||虽未||及时||通知||但||不||影响||我们||确定||保险事故||的||性质||、||原因||、||损失||程度||的||除外||。||\n###O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||B||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||E||O||O
您||或||受益人||应||于||知道||保险事故||发生||之日起||十日||内||通知||我们||。||\n||如果||您||或||受益人||故意||或者||因||重大过失||未||及时||通知||，||致使||保险事故||的||性质||、||原因||、||损失||程度||等||难以确定||的||，||我们||对||无法||确定||的||部分||，||不||承担||给付保险金||的||责任||，||但||我们||通过||其他||途径||已经||及时||知道||或者||应当||及时||知道||保险事故||发生||或者||虽未||及时||通知||但||不||影响||我们||确定||保险事故||的||性质||、||原因||、||损失||程度||的||除外||。||\n###O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||B||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||E||O||O
投保人||、||被保险人||或||受益人||知道||保险事故||后||应当||在|| ||10|| ||日内||通知||本||公司||。||\n||如果||投保人||、||被保险人||或||受益人||故意||或者||因||重大过失||未||及时||通知||，||致使||保险事故||的||性质||、||原因||、||损失||程度||等||难以确定||的||，||本||公司||对||无法||确定||的||部分||，||不||承担||给付保险金||的||责任||，||但本||公司||通过||其他||途径||已经||及时||知道||或者||应当||及时||知道||保险事故||发生||或者||虽未||及时||通知||但||不||影响||本||公司||确定||保险事故||的||性质||、||原因||、||损失||程度||的||除外||。||\n###O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||B||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||E||O||O
您||或者||受益人||知道||保险事故||发生||后||应当||在|| ||10|| ||日内||通知||我们||。||故意||或者||因||重大过失||未||及时||通知||，||致使||保险事故||的||性质||、||原因||、||损失||程度||等||难以确定||的||，||我们||对||无法||确定||的||部分||不||承担||给付保险金||的||责任||，||但||我们||通过||其他||途径||已经||及时||知道||或者||应当||及时||知道||保险事故||发生||或者||虽未||及时||通知||但||不||影响||我们||确定||保险事故||的||性质||、||原因||、||损失||程度||的||除外||。||\n###O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||B||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||E||O||O
投保人||、||被保险人||或||受益人||应||于||知道||保险事故||发生||之日起|| ||10|| ||日内||通知||本||公司||。||\n||如||投保人||、||被保险人||或||受益人||故意||或||因||重大过失||未||及时||通知||本||公司||，||致使||保险事故||的||性质||、||原因||、||损失||程度||等||难以确定||的||，||本||公司||对||无法||确定||的||部分||，||不||承担||给付保险金||的||责任||，||但本||公司||通过||其他||途径||已经||及时||知道||或||应当||及时||知道||保险事故||发生||，||或||虽||未||及时||通知||但||不||影响||本||公司||确定||保险事故||的||性质||、||原因||、||损失||程度||的||除外||。||\n###O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||B||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||E||O||O
第八条|| ||保险事故||通知|| || ||投保人||或||受益人||知道||保险事故||后||应当||在|| ||10|| ||日内||通知||本||公司||。||\n||如果||投保人||或||受益人||故意||或者||因||重大过失||未||及时||通知||，||致使||保险事故||的||性质||、||原因||、||损失||程度||等||难以确定||的||，||本||公司||对||无法||确定||的||部分||，||不||承担||给付保险金||的||责任||，||但本||公司||通过||其他||途径||已经||及时||知道||或者||应当||及时||知道||保险事故||发生||或者||虽未||及时||通知||但||不||影响||本||公司||确定||保险事故||的||性质||、||原因||、||损失||程度||的||除外||。||\n###O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||B||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||E||O||O
4.1|| ||您||、||被保险人||或||受益人||知道||保险事故||后||应当||在|| ||10|| ||日内||通知||我们||。||\n||4.2|| ||如果||您||、||被保险人||或||受益人||故意||或者||因||重大过失||未||及时||通知||，||致使||保险事故||的||性质||、||原因||、||损失||程度||等||难以确定||的||，||我们||对||无法||确定||的||部分||，||不||承担||给付保险金||的||责任||，||但||我们||通过||其他||途径||已经||及时||知道||或者||应当||及时||知道||保险事故||发生||或者||虽未||及时||通知||但||不||影响||我们||确定||保险事故||的||性质||、||原因||、||损失||程度||的||除外||。||\n###O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||B||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||E||O||O
您||或||受益人||知道||保险事故||后||应当||在||10||日内||通知||我们||。||\n||如果||您||或||受益人||故意||或者||因||重大过失||未||及时||通知||，||致使||保险事故||的||性质||、||原因||、||损失||程度||等||难以确定||的||，||我们||对||无法||确定||的||部分||，||不||承担||给付保险金||的||责任||，||但||我们||通过||其他||途径||已经||及时||知道||或者||应当||及时||知道||保险事故||发生||或者||虽未||及时||通知||但||不||影响||我们||确定||保险事故||的||性质||、||原因||、||损失||程度||的||除外||。||\n###O||O||O||O||O||O||O||O||O||O||O||O||O||O||B||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||E||O||O
请||您||或||受益人||在||知道||保险事故||发生||后|| ||10|| ||日内||通知||我们||。||\n||如果||您||或||受益人||故意||或者||因||重大过失||未||及时||通知||，||致使||保险事故||的||性质||、||原因||、||伤害||程度||等||难以确定||的||，||我们||对||无法||确定||的||部分||，||不||承担||给付保险金||的||责任||，||但||我们||通过||其他||途径||已经||及时||知道||或者||应当||及时||知道||保险事故||发生||或者||虽未||及时||通知||但||不||影响||我们||确定||保险事故||的||性质||、||原因||、||伤害||程度||的||除外||。||\n###O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||B||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||E||O||O
您||或||受益人||知道||保险事故||后||应当||在|| ||10|| ||日内||通知||我们||。||\n||如果||您||或||受益人||故意||或者||因||重大过失||未||及时||通知||，||致使||保险事故||的||性质||、||原因||、||损失||程度||等||难以确定||的||，||我们||对||无法||确定||的||部分||，||不||承担||给付保险金||的||责任||，||但||我们||通过||其他||途径||已经||及时||知道||或者||应当||及时||知道||保险事故||发生||或者||虽未||及时||通知||但||不||影响||我们||确定||保险事故||的||性质||、||原因||、||损失||程度||的||除外||。||\n###O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||B||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||E||O||O
您||或||受益人||应||于||保险事故||发生||之日起|| ||10|| ||日内||通知||本||公司||。||如果||您||或||受益人||故意||或者||因||重大过失||未||及时||通知||，||致使||保险事故||的||性质||、||原因||、||损失||程度||等||难以确定||的||，||我们||对||无法||确定||的||部分||，||不||承担||给付保险金||的||责任||，||但||我们||通过||其他||途径||已经||及时||知道||或者||应当||及时||知道||保险事故||发生||或者||虽未||及时||通知||但||不||影响||我们||确定||保险事故||的||性质||、||原因||、||损失||程度||的||除外||。||\n###O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||B||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||E||O||O
请||投保人||或||受益人||在||知道||保险事故||发生||后|| ||10|| ||日内||通知||本||公司||。||\n||如果||投保人||或||受益人||故意||或者||因||重大过失||未||及时||通知||，||致使||保险事故||的||性质||、||原因||、||损失||程度||等||难以||确||（||3||）||未||依法||按时||进行||或||通过||机动车||安全||技术||检验||。||\n||定||的||，||本||公司||对||无法||确定||的||部分||，||不||承担||给付保险金||的||责任||，||但本||公司||通过||其他||途径||已经||及时||知道||或者||应当||及时||知道||保险事故||发生||或者||虽未||及时||通知||但||不||影响||本||公司||确定||保险事故||的||性质||、||原因||、||损失||程度||的||除外||。||\n###O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||B||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||E||O||O
请||您||或||受益人||在||知道||保险事故||发生||后|| ||10|| ||日内||通知||我们||。||\n||如果||您||或||受益人||故意||或者||因||重大过失||未||及时||通知||，||致使||保险事故||的||性质||、||原因||、||损失||程度||等||难以确定||的||，||我们||对||无法||确定||的||部分||，||不||承担||给付保险金||的||责任||，||但||我们||通过||其他||途径||已经||及时||知道||或者||应当||及时||知道||保险事故||发生||或者||虽未||及时||通知||但||不||影响||我们||确定||保险事故||的||性质||、||原因||、||损失||程度||的||除外||。||\n###O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||B||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||E||O||O
您||或||受益人||知道||保险事故||后||应当||在||10||日内||通知||本||公司||。||\n||如果||您||或||受益人||故意||或者||因||重大过失||未||及时||通知||，||致使||保险事故||的||性质||、||原因||、||损失||程度||等||难以确定||的||，||本||公司||对||无法||确定||的||部分||，||不||承担||给付保险金||的||责任||，||但本||公司||通过||其他||途径||已经||及时||知道||或者||应当||及时||知道||保险事故||发生||或者||虽未||及时||通知||但||不||影响||本||公司||确定||保险事故||的||性质||、||原因||、||损失||程度||的||除外||。||\n###O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||B||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||E||O||O
您||、||主||被保险人||或||受益人||知道||保险事故||后||应当||在|| ||10|| ||日内||通知||我们||。||\n||如果||您||、||主||被保险人||或||受益人||故意||或者||因||重大过失||未||及时||通知||，||致使||保险事故||的||性质||、||原因||、||损失||程度||等||难以确定||的||，||我们||对||无法||确定||的||部分||，||不||承担||给付保险金||的||责任||，||但||我们||通过||其他||途径||已经||及时||知道||或者||应当||及时||知道||保险事故||发生||的||除外||。||\n###O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||B||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||E||O||O
投保人||或||受益人||知道||保险事故||后||应当||在|| ||10|| ||日内||通知||本||公司||。||\n||如果||投保人||或||受益人||故意||或者||因||重大过失||未||及时||通知||，||致使||保险事故||的||性质||、||原因||、||损失||程度||等||难以确定||的||，||本||公司||对||无法||确定||的||部分||，||不||承担||给付保险金||的||责任||，||但本||公司||通过||其他||途径||已经||及时||知道||或者||应当||及时||知道||保险事故||发生||或者||虽未||及时||通知||但||不||影响||本||公司||确定||保险事故||的||性质||、||原因||、||损失||程度||的||除外||。||\n###O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||O||B||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||M||E||O||O
